response_id,submitted_at,language,anonymity,respondent_types,may-3-9,may-10-16,may-17-23,may-24-30,may-31-jun-6,jun-7-13,jun-14-20,jun-21-27,jun-28-jul-4,jul-5-11,sep-6-12,sep-13-19,sep-20-26,sep-27-oct-3,oct-4-10,oct-11-17,comment
f4040a36-34c0-4ea1-b547-f027e622494c,2026-08-23T19:20:25Z,en,Anonymous,want-to-come|builder-barrio|strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
0337711d-8d32-41ea-a20d-c62032a00e4f,2026-08-23T19:20:48Z,en,Anonymous,want-to-come,cannot,cannot,event,event,event,event,cannot,cannot,cannot,cannot,build-barrio|cannot,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,cannot,cannot,
ad484529-e013-4b04-9fbc-3f7c7bfa2605,2026-08-23T19:21:14Z,fr,Anonymous,want-to-come|strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,"Je peux uniquement pendant les vacances scolaires : hors été c'est du 5 au 18 mai et du 18 au 31 octobre, mais ces dates ne sont pas proposées."
4b84097e-ef51-40aa-b864-9e200386b9ae,2026-08-23T19:21:22Z,en,Anonymous,want-to-come|builder-barrio,cannot,cannot,cannot,cannot,cannot,event,event,event,cannot,cannot,event,cannot,cannot,cannot,cannot,cannot,
45b057d1-92f5-42ce-a01e-54db388f23a6,2026-08-23T19:21:51Z,en,Anonymous,want-to-come,build-event|event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,event,event,event,
1604df6b-5d6d-480e-85e8-861567a4810d,2026-08-23T19:21:58Z,en,Anonymous,builder-barrio,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,cannot,cannot,cannot,cannot,cannot,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,
149a01ed-c130-4961-9695-f5e4e19dd27a,2026-08-23T19:22:20Z,en,Anonymous,want-to-come,event,event,event,event,event,event,event,cannot,cannot,cannot,event,event,event,event,event,event,
0865244f-d0f8-492e-afa9-02d841270db4,2026-08-23T19:23:14Z,es,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,build-barrio|event|org-strike,
83b764d4-509c-4347-9444-7f97643b8135,2026-08-23T19:24:02Z,fr,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,
d69ee11f-0d13-4f4c-9a42-718cb8909b15,2026-08-23T19:24:02Z,en,Anonymous,want-to-come|other-burns,cannot,build-event,build-barrio|build-event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,"I think fire risk is one of the main reasons to change the date. And with the environment changes it will only get worse. 

But i hate the possibility of very cold nights. So spring and early fall are the best. Also outside of the big summer holidays which makes traveling a lot cheaper. "
99c4d73b-ac41-42ea-9279-f0c5385fb1b0,2026-08-23T19:24:13Z,en,Anonymous,want-to-come|builder-barrio|strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
ab49f277-3c0b-43db-acf6-af7beb141b68,2026-08-23T19:24:27Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,"I work in education and have fixed holidays (july-august). If the event moves, I won't be able to attend anymore. 

Active member of my barrio since 2019, didn't miss a single event. Barrio builder and event striker - until the bitter(sweet) end!

But I also understand the reasons for moving - I will just see what happens with the poll and voting."
516e696d-2f86-4df7-8547-3e407236c4b7,2026-08-23T19:25:53Z,de,Anonymous,want-to-come|builder-barrio|strike,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,
0e345bbf-b0ca-4d0c-876a-f24601b1e231,2026-08-23T19:26:26Z,es,Anonymous,want-to-come|builder-barrio,cannot,cannot,cannot,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,build-barrio,cannot,cannot,cannot,cannot,cannot,cannot,
87a00c25-4938-4f00-a3ca-ead8060d0f66,2026-08-23T19:26:29Z,es,Anonymous,want-to-come|builder-barrio,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,
e7472d51-3a6b-4340-bc34-dfaf7e848bd9,2026-08-23T19:26:44Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,event,cannot,cannot,build-barrio|event,build-barrio|event,cannot,cannot,sheep & burning man conflicts.  
9d7e735c-7bfc-4d4c-a332-1e1d82b6d1a5,2026-08-23T19:27:24Z,en,Anonymous,want-to-come|builder-org|builder-barrio|strike,cannot,cannot,cannot,cannot,build-barrio|build-event,event,event,org-strike,org-strike,build-barrio|build-event,event,event,org-strike,cannot,cannot,cannot,just be rational. The table is a bit confusing. I think build and strike are just a consequence of when the event is going to be.
da6a9237-8ba5-4538-9dcf-9df72577e1fd,2026-08-23T19:27:31Z,en,Anonymous,want-to-come,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,
feca2dbc-bee8-4ad6-b64f-5a0c6ca8c313,2026-08-23T19:28:57Z,en,Anonymous,want-to-come|builder-org|builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,event|org-strike,build-barrio|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,
47866634-bcac-4cc5-991c-90afd52b9bbc,2026-08-23T19:28:59Z,es,Anonymous,want-to-come,cannot,cannot,cannot,cannot,build-event,event,event,event,cannot,cannot,event,org-strike,org-strike,org-strike,org-strike,org-strike,"I make art installations
I selected based on warm temperatures and not rainy"
2b89a439-bde7-4634-9944-f874e37c1c42,2026-08-23T19:31:48Z,it,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
a985875f-912b-4fa9-9f55-15004883f243,2026-08-23T19:32:12Z,en,Anonymous,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,"June 14 onwards clashes with Kiez Burn Build, Event and Strike next year. But KB is also looking for a new venue and is generally more flexible with dates, so future dates for Elsewhere shouldn't be depending too much on KB27.
The usual week is getting too hot, I will likely prioritize other Burns then.
End of September onwards has the risk of single digit temperature during the night, which is extremely unpleasant and requires a lot of extra gear to stay warm."
7a62597e-cc3b-4add-a28c-afffe81bfbd7,2026-08-23T19:33:31Z,en,Anonymous,want-to-come,cannot,cannot,cannot,event,event,event,event,cannot,cannot,cannot,event,cannot,event,cannot,cannot,cannot,
09debe46-2487-4ad3-b604-ae2500a60b2d,2026-08-23T19:34:30Z,en,Anonymous,want-to-come|other-burns,event,event,event,event,event,cannot,event,cannot,event,cannot,event,event,event,event,event,event,
c0cdaf2c-9946-452f-98bd-ccfbfc912572,2026-08-23T19:35:29Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,
4400c14a-17b3-495f-9128-f3b8f43ddbdd,2026-08-23T19:36:29Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,event,event,cannot,event,event,event,cannot,cannot,build-barrio|event,cannot,event,event,event,event,event,"It’s better to stick to same week every year for people to plan, I feel first week of July works perfectly "
109cc7d9-807e-4868-a43b-acf4206921bd,2026-08-23T19:37:30Z,de,Anonymous,want-to-come|strike,cannot,event|org-strike,cannot,event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event|org-strike,event|org-strike,
0b92629a-5fb1-487d-a870-de3d85b4ecb0,2026-08-23T19:38:36Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,
14f3557a-7b29-4b6e-a50c-b4b91574b5ba,2026-08-23T19:41:05Z,de,Anonymous,want-to-come|builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,
4ea20747-0215-42a2-961f-d6a66d7f3937,2026-08-23T19:42:07Z,en,Anonymous,builder-barrio,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,
83769d3d-bc3f-4d05-b619-dd5fae74079e,2026-08-23T19:42:29Z,en,Anonymous,want-to-come|builder-org|builder-barrio|strike|other-burns,cannot,build-barrio|build-event|event|org-strike,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,
65cdd5eb-c77f-4868-ab85-b51ff89c5f4d,2026-08-23T19:43:38Z,en,Anonymous,builder-barrio|other-burns,cannot,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,event,event,No
0b9c90c8-dded-4762-b349-134912dd1f19,2026-08-23T19:44:13Z,en,Anonymous,want-to-come,cannot,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,Good decision to review the dates. The high temperatures and wild fire risk were my top concerns of going to the event this year. If it's held at another date I would most likely join next year! 
6e5ff2cd-2069-4765-877d-933e74a28085,2026-08-23T19:44:14Z,en,Anonymous,want-to-come|builder-org|other-burns,cannot,cannot,event,event,event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,event,build-event|event,build-barrio|event,event,event,cannot,event,
de92b407-6eee-4f89-85e2-c24d6a6e0079,2026-08-23T19:45:07Z,ca,Anonymous,want-to-come|builder-barrio|strike,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,Gràcies per preguntar. S'agrairà no fer-lo en les dates de més calor!
bf22d56b-2bfa-4ed3-9b5b-95c45dee2673,2026-08-23T19:45:48Z,es,Anonymous,want-to-come|builder-barrio|other-burns,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|event,event,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,"He decidido descartar algunas fechas por el excesivo calor, el riesgo de incendio y de cancelación."
aca7f8c6-6d78-4c77-ad4b-e5ca51431fd0,2026-08-23T19:46:03Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,build-barrio,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,I think it’s civic responsibility to not go with high fire hazard. 
d91fcfbd-1bb4-4d7b-97bc-222b9de1baf3,2026-08-23T19:46:04Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,event,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,Conflict with other burn events should be considered 
42347b02-656a-4358-bbf7-4d771f935e18,2026-08-23T19:46:06Z,ca,Anonymous,want-to-come|builder-org|builder-barrio,cannot,cannot,cannot,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,Evento del principio del verano con bajo riesgo de incendio
dc0d15cb-422f-4393-84a5-ec6c7367d7a3,2026-08-23T19:51:15Z,es,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,No cambiemos las fechas. Creo que siendo profesor no veo la manera de faltar al trabajo y quiero que esto siga manteniendo el espíritu veraniego y desértico mientras se pueda.
98e88e55-c84f-410b-a893-07d71d8d9ab9,2026-08-23T19:52:22Z,es,Anonymous,builder-barrio,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
9e660058-b9cc-40ef-b603-ec9e3b2a8dfa,2026-08-23T19:52:44Z,de,Anonymous,want-to-come|builder-barrio|strike,cannot,cannot,cannot,build-event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,event,event,event,event,event,event,event,event,cannot,
c1b186cd-d728-4b11-a563-1b23073d24a0,2026-08-23T19:55:15Z,en,Anonymous,want-to-come|strike|other-burns,event|org-strike,event|org-strike,event|org-strike,event|org-strike,event|org-strike,event|org-strike,event|org-strike,cannot,cannot,cannot|event,event|org-strike,event|org-strike,event|org-strike,event|org-strike,event|org-strike,event|org-strike,
e1a3b959-a531-4775-be4f-ff64c54a10cb,2026-08-23T19:57:06Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,build-barrio,event,org-strike,cannot,build-barrio,event,build-barrio,event,event,event,event,event,
02634593-158b-4663-8867-3cf72d0d8c18,2026-08-23T19:57:55Z,en,Anonymous,want-to-come|other-burns,cannot,cannot,cannot,cannot,event,event,cannot,cannot,event,event,event,event,cannot,cannot,cannot,cannot,
ba7c1599-4087-41e5-9c3f-5467f22bfe30,2026-08-23T19:57:58Z,de,Anonymous,want-to-come|strike,cannot,event|org-strike,cannot,cannot,cannot,event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event|org-strike,event|org-strike,
e34b2559-dbda-4ee2-bcb9-18c1a7bd0d2c,2026-08-23T20:00:05Z,fr,Anonymous,builder-org,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-event,build-event,event,cannot,cannot,cannot,cannot,cannot,cannot,"J'adore la chaleur de juillet et c'est encore le début de l'été, donc ça ouvre la saison des festivals avec le meilleur de tous selon moi!"
350ef6e1-de46-47e4-931b-4a4ec1683979,2026-08-23T20:03:45Z,en,Anonymous,want-to-come|builder-barrio,cannot,build-event,build-barrio|build-event,build-barrio|build-event|event,build-barrio|event|org-strike,event|org-strike,org-strike,cannot,cannot,cannot,build-barrio|build-event|event,build-barrio|event|org-strike,build-barrio|event|org-strike,event|org-strike,org-strike,cannot,Thank you!!
a294a3ff-40d4-4291-a150-71e585fa4131,2026-08-23T20:03:53Z,en,Anonymous,want-to-come,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,I work in a job that needs me around last days of the month and first days of each calendar month. Therefore I opt for the weeks that fully “in the month” and if there is an overlap it’s harder for me to commit to build AND strike while I would like to do both. It also affects the way my participation is regarded by other barrio members and if I cannot fully commit I am more likely not to come at all.
19e9de28-8278-4025-a5a5-a959f50a3b39,2026-08-23T20:05:03Z,fr,Anonymous,want-to-come|builder-org|strike,cannot,cannot,cannot,cannot,event|org-strike,build-event|event|org-strike,cannot,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event,cannot,cannot,build-event|event|org-strike,cannot,Please not in may 😣 I am organizing a festival event that overlaps with ascension holidays (moving accordingly to the moon phase every year) and also because of Crème Brûlée... 
60a8c1fc-cf4f-494e-9f82-2724f58ca67e,2026-08-23T20:05:05Z,fr,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio,cannot,cannot,build-barrio,build-barrio,build-barrio,build-barrio,
6a9c16e1-61db-4559-889b-c73016628d32,2026-08-23T20:09:18Z,en,Anonymous,want-to-come|builder-org|builder-barrio|other-burns,event,event,event,event,build-event,event,org-strike,cannot,cannot,cannot,cannot,event,event,event,event,event,
5747e986-ec83-48f3-ae32-665965d0174c,2026-08-23T20:09:49Z,fr,Anonymous,want-to-come|other-burns,build-barrio|event|org-strike,build-barrio|event,event,event,event,event,event,cannot,cannot,cannot,event,build-barrio|event,build-barrio|event,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,
ddd62668-8bdb-46d7-8e75-5cbadea9d293,2026-08-23T20:10:01Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,
3a04e264-68a6-4ba2-8782-2a53ebb45c3f,2026-08-23T20:13:35Z,en,Anonymous,want-to-come|other-burns,cannot,cannot,cannot,cannot,event,event,cannot,cannot,cannot,cannot,event,event,event,event,event,cannot,
b65465e9-9549-4520-bcb7-95af39ba0ae5,2026-08-23T20:16:11Z,en,Anonymous,want-to-come|builder-org|strike|other-burns,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,
3cd81b4d-5912-455a-8f1c-dcc4b082ecd4,2026-08-23T20:18:37Z,en,Anonymous,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
85154c24-397a-4624-bf5f-8f3a941bbdf6,2026-08-23T20:19:45Z,en,Anonymous,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,
d66abfda-2dd0-46e6-9458-d98cf3b8a38c,2026-08-23T20:20:02Z,ca,Anonymous,want-to-come|builder-org|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,event,build-barrio|event,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,
8808a820-a2ac-479b-bd4d-3a27867eadc9,2026-08-23T20:24:28Z,en,Anonymous,builder-barrio,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,September seems to have the best weather and lowest conflict with other burns
25b528d7-3b93-4710-b607-8166e60fc06d,2026-08-23T20:24:45Z,en,Anonymous,builder-org|strike|other-burns,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,I will come no matter what but I do think moving it to September ultimately would be best
753ce9f1-f8bb-45e5-bc3a-ea0505e7eb07,2026-08-23T20:27:34Z,en,Anonymous,want-to-come|builder-barrio,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,I'm mostly concerned about evacuation risk and unpleasant heat. I have no personal constraints on dates as long as they are fixed early enough to be able to book the time off from work
d2019752-f2e8-4ebc-b08f-af323ac4fa78,2026-08-23T20:28:46Z,es,Anonymous,want-to-come,cannot,cannot,cannot,event,build-barrio|event,cannot,cannot,cannot,cannot,event|org-strike,cannot,cannot,event,cannot,event,event,
1dc5806d-8346-46b7-8372-192b2db215b7,2026-08-23T20:30:26Z,en,Anonymous,want-to-come,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,"The historical fire alert levels clearly shows that the risk is 1) presenting itself earlier every year and 2) getting more extreme. This is the single biggest threat to the event, given the impact to everyone’s health and disruption to logistics. Choosing dates outside the hottest months should be a no-brainer. Dealing with the cold is much easier than dealing with the excessive heat"
21c4087a-eecf-42a0-831c-f971414aab1b,2026-08-23T20:36:27Z,fr,Anonymous,want-to-come|builder-barrio|strike|other-burns,event,event,event,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,I would like the temperatures to remain high during the burn. It is part of the experience for me
1e7ddc7a-2e36-406e-a8fb-e37781c7b129,2026-08-23T20:38:04Z,en,Anonymous,want-to-come|builder-barrio,cannot,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,cannot,cannot,cannot,
4e8c9e10-4d69-4a90-b933-c08755e35045,2026-08-23T20:38:24Z,en,CompletionTracked,builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,The heat!
